title,field_lengdegrad,field_breddegrad,field_skolenavn,field_epostadresse,field_postnummer_skole,field_post,field_webside
Node 208,10.810410515845499,59.878884598677104,Lambertseter videregående skole,postmottak@oslo.kommune.no,1153,OSLO,lambertseter.vgs.no
Node 209,5.36216521226591,60.362531216816905,Langhaugen videregående skole,post@vlfk.no,5093,BERGEN,skole.hfk.no/langhaugenvgs
Node 210,10.812069246564,60.6772333338706,Lena-Valle videregående skole,,2850,LENA,www.lena-valle.vgs.no
Node 211,10.8180803299109,60.67647145084721,Lena-Valle videregående skole,,2850,LENA,www.lena-valle.vgs.no
Node 212,8.0026565420625,58.148281396759,Lev Bibelskole,,4608,KRISTIANSAND S,
Node 213,11.2872510012135,63.74288791643271,Levanger videregående skole,postmottak@trondelagfylke.no,7600,LEVANGER,www.levanger.vgs.no/
Node 214,10.2452220988105,59.7572861199151,Lier videregående skole,post@viken.no,3413,LIER,www.lier.vgs.no/
Node 215,10.445108253617699,61.13359959396689,Lillehammer videregående skole,,2619,LILLEHAMMER,www.lillehammer.vgs.no
Node 216,10.4697745590855,61.1122491880548,Lillehammer videregående skole,,2609,LILLEHAMMER,www.lillehammer.vgs.no/
Node 217,8.36270629923513,58.2601416181845,Lillesand videregående skole,postmottak@agderfk.no,4790,LILLESAND,www.moglestu.vgs.no
Node 218,11.04719381273,59.960407065135705,Lillestrøm videregående skole,post@viken.no,2003,LILLESTRØM,www.lillestrom.vgs.no
Node 219,10.8044244828422,59.8498976441879,Ljabruskolen - Steinerskole for Elever Med Spesielle Behov,ljabruskolen@steinerskolen.no,1165,OSLO,www.ljabruskolen@steinerskolen.no
Node 220,15.611608499735201,78.21021711761841,Longyearbyen skole,postmottak@lokalstyre.no,9170,LONGYEARBYEN,
Node 221,10.483508395093,63.438956319652995,Lukas videregående skole AS,post@lukas.vgs.no,7053,RANHEIM,www.lukas.vgs.no
Node 222,5.772947237190301,59.6080893963591,Lundeneset Vgs,post@lvs.no,5582,ØLENSVÅG,www.lvs.no
Node 223,10.7172886647187,59.9170179913311,Lycee Francais Rene Cassin,secretariat@rcassin.no,257,OSLO,www.rcassin.no
Node 224,10.984762128598799,59.9321425093352,Lørenskog videregående skole,post@viken.no,1474,LØRENSKOG,www.lorenskog.vgs.no/
Node 225,10.9600619045747,59.9294690911651,Mailand videregående skole,post@viken.no,1470,LØRENSKOG,
Node 226,10.668695593025301,59.42746339894651,Malakoff videregående skole,post@viken.no,1532,MOSS,www.malakoff.vgs.no/
Node 227,10.6286025990826,63.4369107425865,Malvik videregående skole,postmottak@trondelagfylke.no,7560,VIKHAMMER,web.trondelagfylke.no/malvik-videregaende-skole
Node 228,7.43858171174832,58.0257314431901,Mandal videregående skole,postmottak@agderfk.no,4514,MANDAL,www.mandal.vgs.no/
Node 229,9.70122358156398,63.1070596766187,Meldal videregående skole,postmottak@trondelagfylke.no,7332,LØKKEN VERK,meldal.vgs.no/
Node 230,10.263585707239198,63.2850090785108,Melhus videregående skole,postmottak@trondelagfylke.no,7224,MELHUS,www.melhus.vgs.no/
Node 231,14.436537936636801,67.28614108346859,Mellomåsen Skolesenter,post@nfk.no,8076,BODØ,
Node 232,10.343202616496802,59.229765227426604,Melsom videregående skole,post@vtfk.no,3159,MELSOMVIK,nyweb.vfk.no/skoler/melsom-vgs/
Node 233,13.966654227813098,66.81437769288961,Meløy videregående skole,post@nfk.no,8160,GLOMFJORD,www.meloy.vgs.no/
Node 234,14.019629028259098,67.0359504929683,Meløy videregående skole,post@nfk.no,8140,INNDYR,www.meloy.vgs.no
Node 235,11.731053475167698,63.414123780769394,Meråker videregående skole,postmottak@trondelagfylke.no,7530,MERÅKER,www.meraker.vgs.no/
Node 236,5.3313787934716395,60.3874631114136,Metis videregående AS,vgs.bergen@metis.no,5008,BERGEN,www.metis.no
Node 237,10.423963114840198,63.4225103015275,Misjonsskolen Gå Ut Senteret,post@gus.no,7052,TRONDHEIM,www.gus.no
Node 238,5.85221400069989,61.456277890757505,Mo og Øyrane vidaregåande skule,post@vlfk.no,6800,FØRDE,www.oyrane.vgs.no
Node 239,7.16433198004628,62.7396663137697,Molde videregående skole,post@mrfylke.no,6413,MOLDE,www.molde.vgs.no
Node 240,10.362145321912802,63.3415317983426,Momo Waldorfskole AS,momo@steinerskolen.no,7072,HEIMDAL,www.momowaldorfskole.no
Node 241,13.193983212133999,65.83783473374251,Mosjøen videregående skole,post@nfk.no,8656,MOSJØEN,www.mosjoen.vgs.no
Node 242,8.9285572109641,58.6259792986496,Motio AS,post@motio.no,4900,TVEDESTRAND,www.motio.no
Node 243,11.329257422537598,59.557164731617604,Mysen videregående skole,post@viken.no,1850,MYSEN,www.mysen.vgs.no/
Node 244,11.325925960051698,59.565393577870296,Møbelsnekkerskolen AS,post@mobelsnekker.no,1850,MYSEN,mobelsnekker.no
Node 245,5.17102268523878,61.918654810505295,Måløy vidaregåande skule,post@vlfk.no,6718,DEKNEPOLLEN,www.maloy.vgs.no/
Node 246,10.573381317744401,59.915783829503205,Nadderud videregående skole,post@viken.no,1357,BEKKESTUA,www.nadderud.vgs.no/
Node 247,11.0202790385321,60.2199152966949,Nannestad videregående skole,post@viken.no,2030,NANNESTAD,www.nannestad.vgs.no/
Node 248,17.3983084167738,68.4390747144178,Narvik videregående skole,post@nfk.no,8516,NARVIK,www.narvik.vgs.no
Node 249,10.8805103721598,59.9362033795519,Natur videregående skole,Post@Natur.vgs.no,1081,OSLO,natur.vgs.no
Node 250,11.4799629223916,60.12494176509,Nes videregående skole,post@viken.no,2150,ÅRNES,www.nes.vgs.no/
Node 251,10.4851714428403,59.8670294277629,Nesbru videregående skole,post@viken.no,1396,BILLINGSTAD,www.nesbru.vgs.no/
Node 252,10.6778780812466,59.8396482762962,Nesodden videregående skole,post@viken.no,1459,NESODDEN,www.nesodden.vgs.no/
Node 253,14.3763903066546,67.28043801184499,Nettskolen i Nordland,post@nfk.no,8005,BODØ,
Node 254,9.10649637822119,59.3007561452048,Nome videregående skole,post@vtfk.no,3825,LUNDE,www.nome.vgs.no
Node 255,9.284048221452839,59.2789643419504,Nome videregående skole,post@vtfk.no,3830,ULEFOSS,www.nome.vgs.no/
Node 256,5.32451976329486,60.2991799491128,Nordahl Grieg videregående skole,post@vlfk.no,5239,RÅDAL,skole.hfk.no/nordahlgriegvgs
Node 257,17.9965781637128,69.2291199153669,Nordborg Vgs,post@nordborg.no,9300,FINNSNES,www.nordborg.vgs.no
Node 258,8.56298350860613,61.84065904054751,Nord-Gudbrandsdal Videregåande skule,,2686,LOM,www.n-g.vgs.no
Node 259,9.11998567605399,62.075241797673996,Nord-Gudbrandsdal Videregåande skule,,2660,DOMBÅS,www.n-g.vgs.no
Node 260,9.54064727931667,61.778250658456294,Nord-Gudbrandsdal Videregåande skule,,2670,OTTA,www.n-g.vgs.no
Node 261,25.968861476750302,70.97849428605741,Nordkapp videregående skole,postmottak@tffk.no,9750,HONNINGSVÅG,www.hvag.vgs.no/
Node 262,19.5710279873063,69.218027242298,Nordkjosbotn videregående skole,postmottak@tffk.no,9040,NORDKJOSBOTN,www.nordkjosbotn.vgs.no
Node 263,14.4744656055058,68.20831007113149,Nordland Kunst- og Filmfagskole,post@nfk.no,8310,KABELVÅG,www.kunstfilm.no/
Node 264,20.9735689087436,70.02738597378,Nord-Troms videregående skole,postmottak@tffk.no,9180,SKJERVØY,www.nordtroms.vgs.no
Node 265,20.9971122322737,69.7694991396283,Nord-Troms videregående skole,postmottak@tffk.no,9151,STORSLETT,www.nordtroms.vgs.no
Node 266,10.7718531246176,62.2700723389713,Nord-Østerdal videregående skole,,2500,TYNSET,www.nord-osterdal.vgs.no/
Node 267,16.5131044677062,68.5534059441195,Norges Brannskole,postmottak@jd.dep.no,9441,FJELLDAL,
Node 268,10.6801326633974,60.952552699225905,Norges Grønne Fagskole - Vea,postmottak@kd.dep.no,2390,MOELV,www.Vea-fs.no
Node 269,10.52418,59.8909,Norges Realfagsgymnas Bærum AS,post@nrg.no,1337,SANDVIKA,www.nrg.no
Node 270,10.591137119552199,59.9256088990998,Norges Toppidrettsgymnas Bærum AS,berum@ntg.no,1357,BEKKESTUA,www.ntg.no
Node 271,8.20139,60.4461,Norges Toppidrettsgymnas Geilo AS,geilo@ntg.no,3580,GEILO,www.ntg.no
Node 272,12.005419753914799,60.1912873519197,Norges Toppidrettsgymnas Kongsvinger AS,kongsvinger@ntg.no,2212,KONGSVINGER,www.ntg.no
Node 273,10.472767574254402,61.1249953828953,Norges Toppidrettsgymnas Lillehammer AS,lillehammer@ntg.no,2618,LILLEHAMMER,www.ntg.no
Node 274,18.9350174314609,69.64967354686671,Norges Toppidrettsgymnas Tromsø AS,tromso@ntg.no,9007,TROMSØ,www.ntg.no
Node 275,10.72023,59.911519999999996,Norsk Restaurantskole,laila@oppla.no,191,OSLO,www.norskrestaurantskole.no
Node 276,10.592666699999999,59.774589600000006,Norsk Yrkesdykkerskole AS,faktura@nyd.no,1454,FAGERSTRAND,www.nyd.no
Node 277,9.257711933847482,59.5553012191455,Notodden videregående skole,post@vtfk.no,3674,NOTODDEN,www.notodden.vgs.no
Node 278,10.59101,59.925619999999995,Ntg Bodø AS,bodo@ntg.no,8003,BODØ,
Node 279,9.007554126452721,60.1691862207237,Numedal videregående skole,post@viken.no,3629,NORE,www.numedal_vgs.numedal.net/
Node 280,10.766680000000001,59.94883000000001,Nydalen videregående skole,postmottak@oslo.kommune.no,484,OSLO,nydalen.vgs.no
Node 281,10.4041834122663,59.224486763498895,Nøtterøy videregående skole,post@vtfk.no,3140,NØTTERØY,vfk.no/skoler/notteroy-vgs/
Node 282,6.54551,60.0562,Odda vidaregåande skule,post@vlfk.no,5750,ODDA,skole.hfk.no/oddavgs
Node 283,11.541608829758001,64.4720061759694,Olav Duun videregående skole,postmottak@trondelagfylke.no,7805,NAMSOS,www.olav-duun.vgs.no
Node 284,10.9328,63.4725,Ole Vig videregående skole,postmottak@trondelagfylke.no,7505,STJØRDAL,www.ole-vig.vgs.no/
Node 285,5.2204672,60.3790885,Olsvikåsen videregående skole,post@vlfk.no,5183,OLSVIK,skole.hfk.no/olsvikasenvgs
Node 286,9.67632878212855,62.5974974866769,Oppdal videregående skole,postmottak@trondelagfylke.no,7340,OPPDAL,www.oppdal.vgs.no
Node 287,9.844666,63.2831639,Orkdal vidaregåande skole,postmottak@trondelagfylke.no,7300,ORKANGER,www.orkdal.vgs.no
Node 288,5.45895549663454,60.195090544894,Os gymnas,post@vlfk.no,5200,OS,skole.hfk.no/osgymnas
Node 289,5.44303,60.196999999999996,Os vidaregåande skule,post@vlfk.no,5210,OS,skole.hfk.no/osvgs
Node 290,10.7432,59.9182,Oslo By Steinerskole,info@oslo-bysteinerskole.no,165,OSLO,
Node 291,10.7522056546968,59.9283190186715,Oslo Fotokunstskole AS,post@oslofotokunstskole.no,175,OSLO,www.oslofotokunstskole.no
Node 292,10.7206025001816,59.913993106863394,Oslo Handelsgymnasium,postmottak@oslo.kommune.no,254,OSLO,ohg.vgs.no
Node 293,10.58162,59.919369999999994,Oslo International School,ois.main@oslois.no,1357,BEKKESTUA,www.oslointernationalschool.no
Node 294,10.7416015028947,59.921145807185205,Oslo katedralskole,postmottak@oslo.kommune.no,171,OSLO,oslo-katedral.vgs.no
Node 295,10.7240519,59.9108328,Oslo Private gymnasium AS,info@opg.vgs.no,250,OSLO,
Node 296,10.9220213,59.9547372,Oslo voksenopplæring Helsfyr,postmottak@oslo.kommune.no,661,OSLO,helsfyr.oslovo.no/
Node 297,10.7754661413362,59.93086923079921,Oslo voksenopplæring Rosenhof,postmottak@oslo.kommune.no,569,OSLO,rosenhof.oslovo.no/
Node 298,10.787102085655999,59.932607180013,Oslo voksenopplæring Sinsen,postmottak@oslo.kommune.no,585,OSLO,sinsen.oslovo.no/
Node 299,5.49505509639554,60.52650989388739,Osterøy vidaregåande skule,post@vlfk.no,5282,LONEVÅG,skole.hfk.no/osteroyvgs
Node 300,10.7383786448348,59.9112091928644,Otto Treider Private gymnas AS,info@ottotreider.no,158,OSLO,www.ottotreider.no
Node 301,10.656032699999999,59.94542020000001,Persbråten videregående skole,postmottak@oslo.kommune.no,768,OSLO,persbraten.vgs.no
Node 302,10.9535,59.2036,Plus-Skolen AS,post@plus-skolen.no,1632,GAMLE FREDRIKSTAD,www.plus-skolen.no/
Node 303,14.1565395,66.3309366,Polarsirkelen videregående skole,post@nfk.no,8622,MO I RANA,www.polarsirkelen.vgs.no/
Node 304,9.6688773,59.139858499999995,Porsgrunn videregående skole,post@vtfk.no,3918,PORSGRUNN,www.porsgrunn.vgs.no
Node 305,14.376390381329,67.28043800824861,Privatistkontoret i Nordland,post@nfk.no,8005,BODØ,
Node 306,10.743853511668501,59.917046678156005,Prosjektskolen AS,post@prosjektskolen.no,165,OSLO,www.prosjektskolen.no
Node 307,5.6555613,58.9973186,Randaberg videregående skole,firmapost@rogfk.no,4072,RANDABERG,www.randaberg.vgs.no/
Node 308,10.604500497914,60.71396962281511,Raufoss videregående skole,,2833,RAUFOSS,www.raufoss.vgs.no/
Node 309,7.68266906259681,62.563934349666205,Rauma videregående skole,post@mrfylke.no,6300,ÅNDALSNES,www.rauma.vgs.no/
Node 310,10.2486399883489,59.3582320734936,Re videregående skole,post@vtfk.no,3175,RAMNES,rvs.vfk.no/
Node 311,10.2589481254938,60.1642457718701,Ringerike videregående skole,post@viken.no,3510,HØNEFOSS,www.ringerike.vgs.no/
Node 312,10.9396,60.8889,Ringsaker videregående skole,,2383,BRUMUNDDAL,www.ringsaker.vgs.no/
Node 313,9.21836376026354,58.7204569198344,Risør videregående skole,postmottak@agderfk.no,4950,RISØR,www.risor.vgs.no
Node 314,8.59243,59.876999999999995,Rjukan videregående skole,post@vtfk.no,3660,RJUKAN,www.rjukan.vgs.no/
Node 315,10.812869894870698,59.794413743686704,Roald Amundsen videregående skole,post@viken.no,1412,SOFIEMYR,www.oppegaard.vgs.no/
Node 316,7.19129836322391,62.744383154335395,Romsdal videregående skole,post@mrfylke.no,6415,MOLDE,www.romsdal.vgs.no
Node 317,10.508601690404099,59.9098825185377,Rosenvilde videregående skole,post@viken.no,1352,KOLSÅS,www.rosenvilde.vgs.no/
Node 318,5.26219,59.8186,Rubbestadnes vidaregåande skule,post@vlfk.no,5420,RUBBESTADNESET,skole.hfk.no/rubbestadnesvgs
Node 319,10.5004073102405,59.9080882975286,Rud videregående skole,post@viken.no,1351,RUD,www.rud.vgs.no/
Node 320,10.5827159398916,59.9545062026643,Rud videregående skole,post@viken.no,1359,EIKSMARKA,
Node 321,5.34308477890984,60.3436807929849,Rudolf Steinerskolen i Bergen,bergen@steinerskolen.no,5230,PARADIS,
Node 322,10.6588633702319,59.949164624029706,Rudolf Steinerskolen i Oslo,post@rsio.no,770,OSLO,www.rsio.no
Node 323,11.0652901645904,59.9262351756534,Rælingen videregående skole,post@viken.no,2008,FJERDINGBY,www.raelingen.vgs.no
Node 324,11.6882254,62.4786623,Røros videregående skole,postmottak@trondelagfylke.no,7374,RØROS,www.roros.vgs.no
Node 325,10.399337300000001,59.73850079999999,Røyken videregående skole,post@viken.no,3440,RØYKEN,www.royken.vgs.no
Node 326,15.371251151019,67.0877374900775,Saltdal videregående skole,post@nfk.no,8250,ROGNAN,www.saltdal.vgs.no
Node 327,8.7234944994651,58.4811234149513,Sam Eyde videregående skole,postmottak@agderfk.no,4848,ARENDAL,www.sameyde.vgs.no
Node 328,25.5302,69.4674,Samisk videregående skole,postmottak@kd.dep.no,9730,KARASJOK,www.sami.vgs.no
Node 329,23.0349998328068,69.0087854345209,Samisk videregående skole og Reindriftsskole,postmottak@kd.dep.no,9520,KAUTOKEINO,www.samisk.vgs.no
Node 330,10.2412164880158,59.585836772107896,Sande videregående skole,post@vtfk.no,3076,SANDE I VESTFOLD,www.vfk.no/skoler/sande-vgs/
Node 331,10.2043810830496,59.1332230471041,Sandefjord videregående skole,post@vtfk.no,3214,SANDEFJORD,sfvs.vfk.no/
Node 332,5.725387757835519,58.8573118500698,Sandnes videregående skole,firmapost@rogfk.no,4316,SANDNES,www.sandnes.vgs.no
Node 333,12.6005638711635,66.0142804645343,Sandnessjøen videregående skole,post@nfk.no,8800,SANDNESSJØEN,www.sandnessjoen.vgs.no
Node 334,5.279106400000001,60.291077,Sandsli videregående skole,post@vlfk.no,5254,SANDSLI,skole.hfk.no/sandslivgs
Node 335,10.5176076748036,59.89279794583489,Sandvika videregående skole,post@viken.no,1337,SANDVIKA,www.sandvika.vgs.no
Node 336,6.359137782238309,59.653525853203405,Sauda vidaregåande skule,firmapost@rogfk.no,4200,SAUDA,www.sauda.vgs.no
Node 337,6.2553949,59.4924091,Sauda videregående skole,firmapost@rogfk.no,4230,SAND,
Node 338,11.0180286745048,59.273281278160496,Seiersborg videregående skole AS,epost@seiersborg.vgs.no,1666,ROLVSØY,www.seiersborg.vgs.no/
Node 339,11.035488589218,63.2294090399771,Selbu videregående skole,postmottak@trondelagfylke.no,7580,SELBU,www.selbu.vgs.no
Node 340,18.074,69.3535,Senja videregående skole,postmottak@tffk.no,9372,GIBOSTAD,www.senja.vgs.no
Node 341,18.0945,69.2332,Senja videregående skole,postmottak@tffk.no,9308,FINNSNES,www.senja.vgs.no
Node 342,11.4818768090662,64.0144268300751,Sentralskolen Trøndelag,postmottak@trondelagfylke.no,7725,STEINKJER,
Node 343,12.0017354128914,60.190553588619004,Sentrum videregående skole,,2212,KONGSVINGER,www.sentrum.vgs.no/
Node 344,7.77006698505522,58.5675469457394,Setesdal vidaregåande skule,postmottak@agderfk.no,4737,HORNNES,www.setesdal.vgs.no
Node 345,10.1527117510445,59.3180807206756,Signo Grunn- og videregående skole AS,postssk@signo.no,3158,ANDEBU,www.signo.no
Node 346,6.7211676200549295,58.667091703257505,Sirdal videregående skole,postmottak@agderfk.no,4440,TONSTAD,www.sirdal.vgs.no
Node 347,5.22002273572865,60.34000219878679,Sjøforsvarets Fagskole,postmottak@fd.dep.no,5173,LODDEFJORD,
Node 348,17.8455470989424,68.8733739928605,Sjøvegan videregående skole,postmottak@tffk.no,9350,SJØVEGAN,www.sjovegan.vgs.no
Node 349,10.231373941507501,59.1200425341978,Skagerak International School,office@skagerak.org,3222,SANDEFJORD,www.skagerak.org
Node 350,11.6814,60.2523,Skarnes videregående skole,,2100,SKARNES,www.skarnes.vgs.no
Node 351,11.040337022995601,59.9654175641604,Skedsmo videregående skole,post@viken.no,2003,LILLESTRØM,www.skedsmo.vgs.no/
Node 352,5.2711628680977896,59.422972597748604,Skeisvang videregående skole,firmapost@rogfk.no,5518,HAUGESUND,www.skeisvang.vgs.no
Node 353,10.848960827385199,59.717771687459205,Ski videregående skole,post@viken.no,1400,SKI,www.ski.vgs.no/
Node 354,9.61451312713336,59.199413846043605,Skien videregående skole,post@vtfk.no,3732,SKIEN,www.skien.vgs.no
Node 355,9.620807968635,59.173422129597796,Skogmo videregående skole,post@vtfk.no,3735,SKIEN,www.skogmo.vgs.no/
Node 356,5.73807335602556,58.9854042059622,Skoleskipet Gann,post@gann.no,4077,HUNDVÅG,www.gann.no
Node 357,10.4057086044715,59.270509854410804,Slottsfjellet videregående,thomas.johnsen@steinerskolen.no,3111,TØNSBERG,
Node 358,5.35763015882937,60.3095481504134,Slåtthaug videregående skole,post@vlfk.no,5222,NESTTUN,skole.hfk.no/slatthaugvgs
Node 359,7.20043457689262,60.902510283786896,Sogn Jord- og Hagebruksskule,post@vlfk.no,5745,AURLAND,www.sogn-j-h.vgs.no
Node 360,7.08404969146246,61.2322034724916,Sogndal vidaregåande skule,post@vlfk.no,6856,SOGNDAL,www.sogndal.vgs.no
Node 361,5.665736316553461,58.8936497455309,Sola videregående skole,firmapost@rogfk.no,4055,SOLA,www.sola.vgs.no
Node 362,12.0170585285606,60.61261256970679,Solør videregående skole,,2270,FLISA,www.soloer.vgs.no
Node 363,12.0187567434606,60.5490237683673,Solør videregående skole,,2266,ARNEBERG,www.klokkergarden.no
Node 364,12.065848687664499,60.6636805575743,Solør videregående skole,,2280,GJESÅSEN,
Node 365,11.8024363172397,60.7108517603409,Solør videregående skole,,2435,BRASKEREIDFOSS,soloer.vgs.no
Node 366,15.087162640218502,68.9177551442821,Sortland videregående skole,post@nfk.no,8430,MYRE,
Node 367,15.2782732068414,68.6470124759051,Sortland videregående skole,post@nfk.no,8404,SORTLAND,sortland.vgs.no
Node 368,15.4089324002895,68.6965961105675,Sortland videregående skole,post@nfk.no,8400,SORTLAND,sortland.vgs.no
Node 369,18.9788898466873,69.6860189058356,Sosiale Medisinske Institusjoner - Skolen,postmottak@tffk.no,9019,TROMSØ,www.smi-skolen.no
Node 370,5.10859801914798,60.3518776559457,Sotra vidaregåande skule,post@vlfk.no,5353,STRAUME,skole.hfk.no/sotravgs
Node 371,6.37479357447727,62.460993485199396,Spjelkavik videregående skole,post@mrfylke.no,6011,ÅLESUND,www.spjelkavik.vgs.no
Node 372,10.238035366926802,59.7606686477193,St Hallvard videregående skole,post@viken.no,3413,LIER,www.st-hallvard.vgs.no/
Node 373,5.69589246884951,58.9556814885137,St Svithun videregående skole,firmapost@rogfk.no,4022,STAVANGER,www.svithun.vgs.no/
Node 374,5.72503960701939,58.9671148685448,St. Olav videregående skole,firmapost@rogfk.no,4008,STAVANGER,www.st-olav.vgs.no
Node 375,11.1045985727316,59.2808575134791,St. Olav videregående skole,post@viken.no,1723,SARPSBORG,www.stolav.vgs.no/
Node 376,5.33371506136337,60.382844732840205,St. Paul gymnas,gymnas@stpaulgymnas.no,5008,BERGEN,www.stpaulgymnas.no
Node 377,10.6157221746597,59.90971788189321,Stabekk videregående skole,post@viken.no,1369,STABEKK,www.stabekk.vgs.no/
Node 378,11.2006654669415,60.715358912527705,Stange videregående skole,,2335,STANGE,www.stange.vgs.no
Node 379,16.1769395457564,68.775042711874,Stangnes Rå videregående skole,postmottak@tffk.no,9475,BORKENES,www.ra.vgs.no
Node 380,16.5830675620237,68.7858760959458,Stangnes Rå videregående skole,postmottak@tffk.no,9409,HARSTAD,www.stangnes.vgs.no
Node 381,10.693060226209099,59.9624895276087,Statped Oslo,postmottak@kd.dep.no,781,OSLO,www.skaadalen.skole.no
Node 382,5.73313839068154,58.9691431623574,Stavanger katedralskole,firmapost@rogfk.no,4005,STAVANGER,www.stavanger-katedralskole.vgs.no
Node 383,5.71446257861437,58.9826818119782,Stavanger Offshore Tekniske skole,firmapost@rogfk.no,4007,STAVANGER,www.sots.no
Node 384,10.6056552705508,59.9300016637399,Steinerskolen i Bærum,grav@steinerskolen.no,1358,JAR,www.stib.no/
Node 385,10.697176146575698,59.4635810246388,Steinerskolen i Moss,moss@steinerskolen.no,1536,MOSS,www.steinerskolenmoss.no/
Node 386,5.73421380053116,58.938846425359706,Steinerskolen i Stavanger,post@stavanger-steinerskolen.no,4017,STAVANGER,
Node 387,10.3731456146856,63.430570287730504,Steinerskolen i Trondheim,trondheim@steinerskolen.no,7018,TRONDHEIM,www.steinerskolenitrondheim.no
Node 388,11.0863441078757,60.7708478547752,Steinerskolen på Hedemarken,hedemarken@steinerskolen.no,2312,OTTESTAD,www.hedemarken.steinerskolen.no
Node 389,10.485630195278699,63.43888942343389,Steinerskolen på Rotvoll,rotvoll@steinerskolen.no,7053,RANHEIM,steinerskolenpårotvoll.no
Node 390,5.32900864523653,60.310170858038305,Steinerskolen på Skjold,skjold@steinerskolen.no,5236,RÅDAL,
Node 391,11.515600968281099,64.0200420660973,Steinkjer videregående skole,postmottak@trondelagfylke.no,7716,STEINKJER,www.steinkjer.vgs.no/
Node 392,5.33048266450734,60.272353092224904,Stend vidaregåande skule,post@vlfk.no,5244,FANA,skole.hfk.no/stendvgs
Node 393,10.759889235341301,59.91838554744329,Stiftelsen Spin Off Forstudium,livgreli@spinoff.no,560,OSLO,www.spinoff.no
Node 394,9.59109287197141,59.211607236732995,Stiftelsen Telemark Toppidrett gymnas,post@toppidrettsgymnaset.no,3722,SKIEN,www.toppidrettsgymnaset.no
Node 395,11.476290254309099,59.2289053602474,Stiftelsen Østerbo videregående skole,post@o-vgs.no,1764,HALDEN,www.osterbo-vgs.no
Node 396,5.49251912543338,59.7765995636673,Stord vidaregåande skule,post@vlfk.no,5411,STORD,skole.hfk.no/stordvgs
Node 397,11.039822810979302,60.79774630795279,Storhamar videregående skole,,2315,HAMAR,www.storhamar.vgs.no
Node 398,11.002576232246001,61.567647917045605,Storsteigen videregående skole,,2480,KOPPANG,www.hedmark.org/skolene/storsteigen-videregaende-skole
Node 399,10.6250457259356,62.11069887461329,Storsteigen videregående skole,,2560,ALVDAL,www.storsteigen.vgs.no
Node 400,10.9267752238007,59.96050521703171,Stovner videregående skole,postmottak@oslo.kommune.no,985,OSLO,stovner.vgs.no
Node 401,5.92096772437922,59.0634381331727,Strand videregående skole,firmapost@rogfk.no,4120,TAU,www.strand.vgs.no
Node 402,6.91388614287433,62.3059977238851,Stranda vidaregåande skule,post@mrfylke.no,6200,STRANDA,www.stranda.vgs.no/
Node 403,10.4272587179424,63.4205166527546,Strinda videregående skole,postmottak@trondelagfylke.no,7052,TRONDHEIM,www.strinda.vgs.no
Node 404,10.752792697374401,59.9203500920709,Strykejernet kunstskole AS,post@strykejernet.no,182,OSLO,www.strykejernet.no
Node 405,6.714202687783169,61.9034144542475,Stryn vidaregåande skule,post@vlfk.no,6783,STRYN,www.stryn.vgs.no/
Node 406,11.014734464415698,59.954475666156995,Strømmen videregående skole,post@viken.no,2010,STRØMMEN,www.strommen.vgs.no/
Node 407,8.589578151407808,62.6701854432986,Sunndal vidaregåande skole,post@mrfylke.no,6600,SUNNDALSØRA,www.sunndal.vgs.no/
Node 408,8.71858614916731,62.9825005287123,Surnadal vidaregåande skule,post@mrfylke.no,6650,SURNADAL,www.surnadal.vgs.no
Node 409,6.52918001875414,61.20767167001679,Sygna Vgs,khe@sygna.vgs.no,6899,BALESTRAND,www.sygna.vgs.no
Node 410,6.589305746543679,62.39371487924439,Sykkylven vidaregåande skule,post@mrfylke.no,6230,SYKKYLVEN,www.sykkylven.vgs.no
Node 411,7.841143189531139,58.0911068651141,Søgne videregående skole,postmottak@agderfk.no,4640,SØGNE,www.sogne.vgs.no
Node 412,11.2389897092363,59.98799456342711,Sørumsand videregående skole,post@viken.no,1920,SØRUMSAND,www.sorumsand.vgs.no/
Node 413,28.245980930974003,70.4376207617112,Tana videregående skole,postmottak@tffk.no,9845,TANA,www.tana.vgs.no/
Node 414,8.00822577274268,58.1477859736846,Tangen videregående skole,postmottak@agderfk.no,4608,KRISTIANSAND S,www.tangen.vgs.no/
Node 415,5.31261177036163,60.4550478445218,Tertnes vidaregåande skule,post@vlfk.no,5113,TERTNES,skole.hfk.no/tertnesvgs
Node 416,10.055333079998901,59.0493574179488,Thor Heyerdahl videregående skole,post@vtfk.no,3262,LARVIK,thvs.no
Node 417,10.388266218129699,63.42783738382089,Thora Storm videregående skole,postmottak@trondelagfylke.no,7012,TRONDHEIM,thorastorm.vgs.no
Node 418,10.351269120374,63.366376323063896,Tiller videregående skole,postmottak@trondelagfylke.no,7078,SAUPSTAD,www.tiller.vgs.no
Node 419,8.19450102505333,62.915000884253594,Tingvoll vidaregåande skole,post@mrfylke.no,6630,TINGVOLL,www.tingvoll.vgs.no/
Node 420,10.8122771739181,59.3211071117897,Tomb videregående skole,post@tomb.no,1643,RÅDE,
Node 421,10.7394571639728,59.9238560607543,Troens Bevis Bibel og Misjons Institutt,post@tbbmi.no,170,OSLO,www.tbbmi.no
Node 422,19.0145295564467,69.65190447706979,Tromsdalen videregående skole,postmottak@tffk.no,9024,TOMASJORD,www.tromsdalen.vgs.no
